team1,team2,venue,toss_winner,toss_decision,team1_wins,team1_losses,team2_wins,team2_losses,h2h_team1_wins,h2h_team2_wins,team1_form,team2_form,home_team,winner
Kolkata Knight Riders,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,bat,76,24,45,55,7,3,3,4,Royal Challengers Bangalore,Kolkata Knight Riders
Royal Challengers Bangalore,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,75,25,51,49,5,5,3,4,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,53,47,52,48,3,7,4,5,Chennai Super Kings,Chennai Super Kings
Delhi Capitals,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,bat,48,52,48,52,6,4,1,2,Sunrisers Hyderabad,Sunrisers Hyderabad
Kolkata Knight Riders,Punjab Kings,Eden Gardens,Kolkata Knight Riders,bat,57,43,79,21,6,4,5,4,Kolkata Knight Riders,Kolkata Knight Riders
Royal Challengers Bangalore,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Royal Challengers Bangalore,field,71,29,40,60,3,7,1,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Chennai Super Kings,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,bat,53,47,48,52,6,4,2,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,bat,76,24,62,38,6,4,1,3,Punjab Kings,Punjab Kings
Mumbai Indians,Chennai Super Kings,M. A. Chidambaram Stadium,Chennai Super Kings,bat,55,45,40,60,4,6,4,1,Mumbai Indians,Mumbai Indians
Rajasthan Royals,Delhi Capitals,Rajiv Gandhi International Stadium,Delhi Capitals,bat,56,44,67,33,3,7,2,5,Rajasthan Royals,Delhi Capitals
Royal Challengers Bangalore,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,field,78,22,76,24,7,3,5,5,Chennai Super Kings,Royal Challengers Bangalore
Delhi Capitals,Rajasthan Royals,Rajiv Gandhi International Stadium,Rajasthan Royals,bat,72,28,63,37,4,6,1,2,Delhi Capitals,Rajasthan Royals
Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,field,55,45,52,48,4,6,5,1,Mumbai Indians,Mumbai Indians
Lucknow Super Giants,Delhi Capitals,M. A. Chidambaram Stadium,Lucknow Super Giants,field,55,45,59,41,3,7,3,1,Delhi Capitals,Lucknow Super Giants
Kolkata Knight Riders,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,field,40,60,70,30,6,4,4,1,Punjab Kings,Punjab Kings
Royal Challengers Bangalore,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,field,52,48,59,41,7,3,4,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Mumbai Indians,Rajasthan Royals,M. A. Chidambaram Stadium,Mumbai Indians,bat,76,24,58,42,7,3,2,1,Mumbai Indians,Mumbai Indians
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,field,54,46,78,22,3,7,5,4,Kolkata Knight Riders,Kolkata Knight Riders
Rajasthan Royals,Punjab Kings,Eden Gardens,Punjab Kings,bat,78,22,74,26,3,7,2,5,Rajasthan Royals,Punjab Kings
Royal Challengers Bangalore,Punjab Kings,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,58,42,70,30,3,7,1,3,Royal Challengers Bangalore,Punjab Kings
Rajasthan Royals,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,Gujarat Titans,field,77,23,60,40,4,6,2,3,Gujarat Titans,Gujarat Titans
Chennai Super Kings,Lucknow Super Giants,Punjab Cricket Association IS Bindra Stadium,Lucknow Super Giants,bat,72,28,65,35,6,4,3,3,Lucknow Super Giants,Lucknow Super Giants
Rajasthan Royals,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,bat,74,26,78,22,6,4,3,4,Rajasthan Royals,Rajasthan Royals
Lucknow Super Giants,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,bat,56,44,44,56,3,7,2,4,Royal Challengers Bangalore,Royal Challengers Bangalore
Lucknow Super Giants,Mumbai Indians,M. Chinnaswamy Stadium,Lucknow Super Giants,field,45,55,53,47,6,4,3,4,Lucknow Super Giants,Mumbai Indians
Rajasthan Royals,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,78,22,71,29,6,4,4,1,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,bat,59,41,61,39,6,4,1,3,Rajasthan Royals,Rajasthan Royals
Kolkata Knight Riders,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bat,71,29,60,40,6,4,3,2,Rajasthan Royals,Rajasthan Royals
Delhi Capitals,Gujarat Titans,Punjab Cricket Association IS Bindra Stadium,Gujarat Titans,bat,75,25,75,25,6,4,4,1,Gujarat Titans,Gujarat Titans
Lucknow Super Giants,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,66,34,64,36,6,4,4,5,Lucknow Super Giants,Lucknow Super Giants
Punjab Kings,Mumbai Indians,Wankhede Stadium,Punjab Kings,bat,68,32,78,22,4,6,4,3,Mumbai Indians,Mumbai Indians
Gujarat Titans,Delhi Capitals,Arun Jaitley Stadium,Gujarat Titans,bat,54,46,46,54,4,6,3,2,Gujarat Titans,Gujarat Titans
Mumbai Indians,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,bat,52,48,57,43,7,3,1,4,Mumbai Indians,Mumbai Indians
Mumbai Indians,Chennai Super Kings,Eden Gardens,Mumbai Indians,bat,79,21,44,56,6,4,1,3,Mumbai Indians,Mumbai Indians
Lucknow Super Giants,Sunrisers Hyderabad,Arun Jaitley Stadium,Lucknow Super Giants,bat,59,41,72,28,7,3,2,2,Lucknow Super Giants,Lucknow Super Giants
Delhi Capitals,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Delhi Capitals,bat,74,26,45,55,6,4,5,4,Delhi Capitals,Delhi Capitals
Sunrisers Hyderabad,Rajasthan Royals,Eden Gardens,Sunrisers Hyderabad,bat,41,59,60,40,3,7,5,4,Rajasthan Royals,Rajasthan Royals
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,76,24,65,35,4,6,4,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,Punjab Kings,bat,65,35,59,41,3,7,5,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Kolkata Knight Riders,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,bat,74,26,75,25,3,7,4,4,Chennai Super Kings,Chennai Super Kings
Sunrisers Hyderabad,Delhi Capitals,M. Chinnaswamy Stadium,Delhi Capitals,field,51,49,57,43,3,7,1,5,Delhi Capitals,Delhi Capitals
Delhi Capitals,Gujarat Titans,M. Chinnaswamy Stadium,Delhi Capitals,field,53,47,55,45,3,7,2,4,Gujarat Titans,Gujarat Titans
Delhi Capitals,Royal Challengers Bangalore,Eden Gardens,Delhi Capitals,field,64,36,53,47,6,4,4,2,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Rajasthan Royals,field,79,21,64,36,6,4,1,3,Rajasthan Royals,Rajasthan Royals
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,field,77,23,49,51,3,7,4,4,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Sunrisers Hyderabad,Arun Jaitley Stadium,Sunrisers Hyderabad,bat,43,57,65,35,5,5,4,2,Chennai Super Kings,Sunrisers Hyderabad
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Chennai Super Kings,bat,44,56,78,22,3,7,5,2,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,70,30,57,43,6,4,3,2,Rajasthan Royals,Rajasthan Royals
Royal Challengers Bangalore,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,bat,45,55,74,26,5,5,4,2,Lucknow Super Giants,Lucknow Super Giants
Sunrisers Hyderabad,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,field,50,50,68,32,4,6,3,2,Mumbai Indians,Sunrisers Hyderabad
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,field,57,43,51,49,5,5,5,1,Kolkata Knight Riders,Rajasthan Royals
Royal Challengers Bangalore,Kolkata Knight Riders,Wankhede Stadium,Kolkata Knight Riders,bat,79,21,42,58,3,7,3,2,Kolkata Knight Riders,Kolkata Knight Riders
Rajasthan Royals,Kolkata Knight Riders,Rajiv Gandhi International Stadium,Rajasthan Royals,bat,58,42,72,28,5,5,5,3,Kolkata Knight Riders,Kolkata Knight Riders
Lucknow Super Giants,Delhi Capitals,Arun Jaitley Stadium,Lucknow Super Giants,bat,73,27,61,39,5,5,1,4,Delhi Capitals,Delhi Capitals
Delhi Capitals,Chennai Super Kings,Sawai Mansingh Stadium,Delhi Capitals,bat,65,35,48,52,3,7,1,5,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Chennai Super Kings,Arun Jaitley Stadium,Chennai Super Kings,bat,42,58,51,49,5,5,5,5,Chennai Super Kings,Chennai Super Kings
Lucknow Super Giants,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Lucknow Super Giants,bat,76,24,77,23,6,4,3,4,Royal Challengers Bangalore,Royal Challengers Bangalore
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,62,38,66,34,5,5,4,4,Chennai Super Kings,Chennai Super Kings
Gujarat Titans,Lucknow Super Giants,Wankhede Stadium,Gujarat Titans,bat,52,48,61,39,4,6,2,3,Lucknow Super Giants,Lucknow Super Giants
Rajasthan Royals,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,bat,76,24,56,44,7,3,3,4,Rajasthan Royals,Rajasthan Royals
Punjab Kings,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,41,59,75,25,7,3,2,2,Punjab Kings,Punjab Kings
Lucknow Super Giants,Kolkata Knight Riders,M. Chinnaswamy Stadium,Lucknow Super Giants,field,63,37,67,33,6,4,4,2,Kolkata Knight Riders,Lucknow Super Giants
Rajasthan Royals,Royal Challengers Bangalore,Arun Jaitley Stadium,Royal Challengers Bangalore,field,57,43,54,46,7,3,5,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Sunrisers Hyderabad,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,field,67,33,61,39,4,6,1,4,Sunrisers Hyderabad,Rajasthan Royals
Delhi Capitals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Royal Challengers Bangalore,field,56,44,53,47,4,6,5,3,Royal Challengers Bangalore,Royal Challengers Bangalore
Delhi Capitals,Chennai Super Kings,Eden Gardens,Delhi Capitals,field,78,22,79,21,3,7,1,3,Chennai Super Kings,Chennai Super Kings
Gujarat Titans,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,78,22,51,49,6,4,4,1,Royal Challengers Bangalore,Gujarat Titans
Lucknow Super Giants,Kolkata Knight Riders,Sawai Mansingh Stadium,Lucknow Super Giants,bat,77,23,64,36,4,6,1,4,Lucknow Super Giants,Lucknow Super Giants
Gujarat Titans,Punjab Kings,M. A. Chidambaram Stadium,Gujarat Titans,field,66,34,79,21,3,7,1,4,Gujarat Titans,Punjab Kings
Lucknow Super Giants,Gujarat Titans,Eden Gardens,Lucknow Super Giants,bat,52,48,66,34,6,4,1,2,Lucknow Super Giants,Lucknow Super Giants
Lucknow Super Giants,Royal Challengers Bangalore,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,field,68,32,55,45,3,7,1,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Kolkata Knight Riders,Chennai Super Kings,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,76,24,45,55,4,6,2,3,Kolkata Knight Riders,Kolkata Knight Riders
Gujarat Titans,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,field,68,32,42,58,3,7,3,3,Gujarat Titans,Gujarat Titans
Kolkata Knight Riders,Gujarat Titans,Arun Jaitley Stadium,Kolkata Knight Riders,field,44,56,61,39,4,6,5,3,Kolkata Knight Riders,Kolkata Knight Riders
Delhi Capitals,Lucknow Super Giants,Eden Gardens,Lucknow Super Giants,bat,61,39,50,50,5,5,5,5,Lucknow Super Giants,Delhi Capitals
Rajasthan Royals,Gujarat Titans,Wankhede Stadium,Gujarat Titans,bat,77,23,58,42,7,3,3,5,Gujarat Titans,Gujarat Titans
Royal Challengers Bangalore,Sunrisers Hyderabad,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,44,56,69,31,6,4,2,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Punjab Kings,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,bat,58,42,61,39,4,6,1,4,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Sunrisers Hyderabad,Sawai Mansingh Stadium,Mumbai Indians,bat,51,49,73,27,4,6,5,5,Sunrisers Hyderabad,Sunrisers Hyderabad
Mumbai Indians,Delhi Capitals,Eden Gardens,Mumbai Indians,field,43,57,72,28,4,6,5,2,Mumbai Indians,Mumbai Indians
Punjab Kings,Kolkata Knight Riders,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,bat,62,38,43,57,6,4,5,1,Kolkata Knight Riders,Punjab Kings
Gujarat Titans,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,53,47,54,46,4,6,2,4,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Rajasthan Royals,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bat,71,29,68,32,4,6,5,4,Chennai Super Kings,Chennai Super Kings
Lucknow Super Giants,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,74,26,54,46,5,5,3,4,Kolkata Knight Riders,Kolkata Knight Riders
Delhi Capitals,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,field,57,43,52,48,5,5,5,4,Delhi Capitals,Delhi Capitals
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,Delhi Capitals,bat,56,44,63,37,6,4,2,2,Delhi Capitals,Mumbai Indians
Royal Challengers Bangalore,Chennai Super Kings,Arun Jaitley Stadium,Royal Challengers Bangalore,field,43,57,70,30,5,5,2,1,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Chennai Super Kings,Eden Gardens,Mumbai Indians,bat,67,33,56,44,4,6,3,3,Mumbai Indians,Mumbai Indians
Punjab Kings,Delhi Capitals,Wankhede Stadium,Punjab Kings,bat,49,51,60,40,6,4,5,2,Delhi Capitals,Punjab Kings
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Delhi Capitals,bat,40,60,78,22,5,5,5,2,Delhi Capitals,Punjab Kings
Sunrisers Hyderabad,Delhi Capitals,Sawai Mansingh Stadium,Sunrisers Hyderabad,bat,76,24,40,60,3,7,2,5,Delhi Capitals,Delhi Capitals
Punjab Kings,Royal Challengers Bangalore,Sawai Mansingh Stadium,Punjab Kings,field,77,23,61,39,7,3,2,2,Royal Challengers Bangalore,Punjab Kings
Lucknow Super Giants,Punjab Kings,Sawai Mansingh Stadium,Punjab Kings,field,75,25,58,42,3,7,5,3,Punjab Kings,Punjab Kings
Lucknow Super Giants,Chennai Super Kings,Eden Gardens,Chennai Super Kings,bat,79,21,46,54,3,7,4,5,Chennai Super Kings,Chennai Super Kings
Mumbai Indians,Gujarat Titans,Rajiv Gandhi International Stadium,Gujarat Titans,field,70,30,45,55,5,5,5,3,Mumbai Indians,Gujarat Titans
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,55,45,71,29,7,3,5,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Kolkata Knight Riders,Sunrisers Hyderabad,Arun Jaitley Stadium,Kolkata Knight Riders,field,73,27,50,50,5,5,2,4,Sunrisers Hyderabad,Kolkata Knight Riders
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,bat,73,27,61,39,3,7,5,4,Royal Challengers Bangalore,Rajasthan Royals
Gujarat Titans,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,bat,71,29,49,51,3,7,5,3,Punjab Kings,Punjab Kings
Gujarat Titans,Chennai Super Kings,Eden Gardens,Gujarat Titans,bat,75,25,78,22,4,6,3,2,Chennai Super Kings,Chennai Super Kings
Chennai Super Kings,Gujarat Titans,M. A. Chidambaram Stadium,Gujarat Titans,bat,57,43,59,41,6,4,5,5,Chennai Super Kings,Chennai Super Kings
Gujarat Titans,Royal Challengers Bangalore,Sawai Mansingh Stadium,Gujarat Titans,field,62,38,66,34,3,7,1,5,Royal Challengers Bangalore,Royal Challengers Bangalore
Gujarat Titans,Rajasthan Royals,M. Chinnaswamy Stadium,Gujarat Titans,bat,71,29,49,51,5,5,1,1,Rajasthan Royals,Rajasthan Royals
Kolkata Knight Riders,Lucknow Super Giants,Rajiv Gandhi International Stadium,Lucknow Super Giants,bat,67,33,66,34,7,3,5,3,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,40,60,64,36,5,5,1,5,Kolkata Knight Riders,Kolkata Knight Riders
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,bat,52,48,55,45,6,4,3,5,Sunrisers Hyderabad,Sunrisers Hyderabad
Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,bat,61,39,60,40,4,6,5,3,Royal Challengers Bangalore,Royal Challengers Bangalore
Rajasthan Royals,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,53,47,59,41,3,7,2,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Kolkata Knight Riders,Gujarat Titans,Rajiv Gandhi International Stadium,Kolkata Knight Riders,bat,66,34,56,44,4,6,1,2,Gujarat Titans,Gujarat Titans
Kolkata Knight Riders,Rajasthan Royals,M. Chinnaswamy Stadium,Rajasthan Royals,bat,72,28,56,44,6,4,2,2,Rajasthan Royals,Rajasthan Royals
Chennai Super Kings,Mumbai Indians,Eden Gardens,Chennai Super Kings,field,69,31,48,52,7,3,5,5,Mumbai Indians,Chennai Super Kings
Kolkata Knight Riders,Mumbai Indians,Arun Jaitley Stadium,Kolkata Knight Riders,bat,74,26,77,23,3,7,1,5,Mumbai Indians,Mumbai Indians
Gujarat Titans,Royal Challengers Bangalore,Eden Gardens,Gujarat Titans,field,57,43,41,59,4,6,3,1,Royal Challengers Bangalore,Gujarat Titans
Rajasthan Royals,Lucknow Super Giants,M. Chinnaswamy Stadium,Rajasthan Royals,field,61,39,62,38,6,4,2,3,Lucknow Super Giants,Rajasthan Royals
Lucknow Super Giants,Punjab Kings,M. A. Chidambaram Stadium,Lucknow Super Giants,bat,48,52,46,54,3,7,4,2,Punjab Kings,Punjab Kings
Delhi Capitals,Chennai Super Kings,Rajiv Gandhi International Stadium,Delhi Capitals,bat,54,46,60,40,4,6,1,3,Delhi Capitals,Chennai Super Kings
Delhi Capitals,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Sunrisers Hyderabad,bat,64,36,40,60,4,6,4,5,Sunrisers Hyderabad,Sunrisers Hyderabad
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,bat,68,32,49,51,3,7,5,4,Kolkata Knight Riders,Kolkata Knight Riders
Royal Challengers Bangalore,Lucknow Super Giants,M. A. Chidambaram Stadium,Royal Challengers Bangalore,bat,62,38,52,48,4,6,3,2,Royal Challengers Bangalore,Royal Challengers Bangalore
Royal Challengers Bangalore,Delhi Capitals,Wankhede Stadium,Royal Challengers Bangalore,field,67,33,54,46,7,3,3,4,Delhi Capitals,Royal Challengers Bangalore
Lucknow Super Giants,Sunrisers Hyderabad,Wankhede Stadium,Sunrisers Hyderabad,field,72,28,57,43,7,3,1,1,Lucknow Super Giants,Sunrisers Hyderabad
Kolkata Knight Riders,Royal Challengers Bangalore,Sawai Mansingh Stadium,Kolkata Knight Riders,bat,41,59,41,59,5,5,5,4,Royal Challengers Bangalore,Kolkata Knight Riders
Sunrisers Hyderabad,Lucknow Super Giants,M. A. Chidambaram Stadium,Sunrisers Hyderabad,field,79,21,54,46,3,7,1,4,Lucknow Super Giants,Lucknow Super Giants
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,bat,49,51,51,49,3,7,4,2,Mumbai Indians,Rajasthan Royals
Punjab Kings,Chennai Super Kings,Sawai Mansingh Stadium,Punjab Kings,field,47,53,71,29,7,3,1,1,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,bat,42,58,69,31,5,5,2,1,Punjab Kings,Sunrisers Hyderabad
Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Stadium,Mumbai Indians,bat,75,25,66,34,7,3,5,5,Mumbai Indians,Kolkata Knight Riders
Delhi Capitals,Sunrisers Hyderabad,Wankhede Stadium,Delhi Capitals,bat,73,27,66,34,7,3,4,3,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,Rajasthan Royals,bat,64,36,75,25,4,6,5,2,Rajasthan Royals,Rajasthan Royals
Kolkata Knight Riders,Punjab Kings,Rajiv Gandhi International Stadium,Kolkata Knight Riders,field,67,33,56,44,3,7,3,2,Punjab Kings,Kolkata Knight Riders
Kolkata Knight Riders,Mumbai Indians,Rajiv Gandhi International Stadium,Kolkata Knight Riders,field,68,32,70,30,3,7,2,3,Mumbai Indians,Mumbai Indians
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Mumbai Indians,bat,42,58,53,47,3,7,5,1,Mumbai Indians,Mumbai Indians
Gujarat Titans,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,60,40,68,32,5,5,1,2,Gujarat Titans,Gujarat Titans
Delhi Capitals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Delhi Capitals,bat,58,42,59,41,5,5,3,5,Royal Challengers Bangalore,Royal Challengers Bangalore
Sunrisers Hyderabad,Mumbai Indians,M. A. Chidambaram Stadium,Mumbai Indians,field,74,26,56,44,6,4,2,3,Mumbai Indians,Mumbai Indians
Royal Challengers Bangalore,Mumbai Indians,Rajiv Gandhi International Stadium,Royal Challengers Bangalore,field,49,51,57,43,7,3,5,5,Royal Challengers Bangalore,Mumbai Indians
Royal Challengers Bangalore,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,bat,57,43,68,32,3,7,5,3,Royal Challengers Bangalore,Sunrisers Hyderabad
Delhi Capitals,Punjab Kings,Wankhede Stadium,Punjab Kings,field,71,29,43,57,7,3,1,1,Punjab Kings,Delhi Capitals
Gujarat Titans,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Gujarat Titans,bat,55,45,74,26,3,7,2,4,Gujarat Titans,Delhi Capitals
Delhi Capitals,Punjab Kings,Arun Jaitley Stadium,Punjab Kings,bat,52,48,48,52,3,7,4,4,Delhi Capitals,Delhi Capitals
Sunrisers Hyderabad,Punjab Kings,Eden Gardens,Sunrisers Hyderabad,bat,71,29,50,50,4,6,2,2,Sunrisers Hyderabad,Sunrisers Hyderabad
Chennai Super Kings,Mumbai Indians,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,bat,45,55,62,38,6,4,4,2,Mumbai Indians,Chennai Super Kings
Chennai Super Kings,Delhi Capitals,M. A. Chidambaram Stadium,Delhi Capitals,bat,78,22,61,39,4,6,2,2,Chennai Super Kings,Chennai Super Kings
Royal Challengers Bangalore,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Sunrisers Hyderabad,field,56,44,77,23,3,7,3,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Mumbai Indians,Punjab Kings,Punjab Cricket Association IS Bindra Stadium,Mumbai Indians,bat,40,60,64,36,4,6,5,1,Mumbai Indians,Mumbai Indians
Gujarat Titans,Delhi Capitals,Rajiv Gandhi International Stadium,Gujarat Titans,bat,72,28,54,46,3,7,2,1,Delhi Capitals,Delhi Capitals
Rajasthan Royals,Royal Challengers Bangalore,M. A. Chidambaram Stadium,Rajasthan Royals,bat,63,37,54,46,5,5,1,1,Royal Challengers Bangalore,Royal Challengers Bangalore
Rajasthan Royals,Punjab Kings,Rajiv Gandhi International Stadium,Punjab Kings,bat,58,42,58,42,6,4,4,5,Punjab Kings,Punjab Kings
Mumbai Indians,Gujarat Titans,Sawai Mansingh Stadium,Gujarat Titans,field,77,23,62,38,7,3,1,4,Gujarat Titans,Gujarat Titans
Gujarat Titans,Kolkata Knight Riders,Arun Jaitley Stadium,Gujarat Titans,field,44,56,75,25,4,6,2,5,Kolkata Knight Riders,Kolkata Knight Riders
Chennai Super Kings,Gujarat Titans,Arun Jaitley Stadium,Gujarat Titans,field,61,39,57,43,7,3,3,3,Chennai Super Kings,Chennai Super Kings
Punjab Kings,Sunrisers Hyderabad,Eden Gardens,Punjab Kings,bat,43,57,60,40,6,4,4,1,Sunrisers Hyderabad,Punjab Kings
Delhi Capitals,Punjab Kings,M. Chinnaswamy Stadium,Punjab Kings,bat,60,40,48,52,6,4,5,4,Delhi Capitals,Delhi Capitals
Chennai Super Kings,Gujarat Titans,Eden Gardens,Chennai Super Kings,bat,73,27,52,48,4,6,1,4,Chennai Super Kings,Chennai Super Kings
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,Kolkata Knight Riders,bat,40,60,61,39,4,6,2,1,Gujarat Titans,Gujarat Titans
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Delhi Capitals,field,41,59,71,29,5,5,3,2,Kolkata Knight Riders,Kolkata Knight Riders
Mumbai Indians,Lucknow Super Giants,Sawai Mansingh Stadium,Lucknow Super Giants,bat,73,27,71,29,7,3,3,3,Lucknow Super Giants,Mumbai Indians
Sunrisers Hyderabad,Punjab Kings,M. A. Chidambaram Stadium,Punjab Kings,bat,50,50,72,28,6,4,2,3,Sunrisers Hyderabad,Sunrisers Hyderabad
Rajasthan Royals,Gujarat Titans,Wankhede Stadium,Gujarat Titans,field,61,39,78,22,5,5,1,3,Rajasthan Royals,Gujarat Titans
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,Kolkata Knight Riders,field,41,59,74,26,7,3,4,3,Kolkata Knight Riders,Kolkata Knight Riders
Mumbai Indians,Sunrisers Hyderabad,M. Chinnaswamy Stadium,Mumbai Indians,bat,64,36,50,50,4,6,1,4,Sunrisers Hyderabad,Sunrisers Hyderabad
Sunrisers Hyderabad,Gujarat Titans,Eden Gardens,Sunrisers Hyderabad,field,40,60,71,29,6,4,4,1,Gujarat Titans,Sunrisers Hyderabad
Gujarat Titans,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,74,26,76,24,5,5,5,2,Gujarat Titans,Gujarat Titans
Rajasthan Royals,Delhi Capitals,M. A. Chidambaram Stadium,Rajasthan Royals,bat,44,56,49,51,6,4,2,2,Delhi Capitals,Rajasthan Royals
